66033 silly lifecycle archy@1.0.0~preinstall: no script for preinstall, continuing
72248 silly lifecycle range-parser@1.2.0~install: no script for install, continuing
72249 silly install bytes@2.4.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/bytes-98d9b399
72250 info lifecycle bytes@2.4.0~install: bytes@2.4.0
72251 silly lifecycle bytes@2.4.0~install: no script for install, continuing
72252 silly install isarray@0.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/isarray-78609c2c
72253 info lifecycle isarray@0.0.1~install: isarray@0.0.1
72254 silly lifecycle isarray@0.0.1~install: no script for install, continuing
72255 silly install readline2@1.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/readline2-7b2494a8
72256 info lifecycle readline2@1.0.1~install: readline2@1.0.1
72257 silly lifecycle readline2@1.0.1~install: no script for install, continuing
72258 silly install regex-cache@0.4.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/regex-cache-41944c27
72259 info lifecycle regex-cache@0.4.3~install: regex-cache@0.4.3
72260 silly lifecycle regex-cache@0.4.3~install: no script for install, continuing
72261 silly install remove-trailing-separator@1.0.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/remove-trailing-separator-d457b50d
72262 info lifecycle remove-trailing-separator@1.0.2~install: remove-trailing-separator@1.0.2
72263 silly lifecycle remove-trailing-separator@1.0.2~install: no script for install, continuing
72264 silly install normalize-path@2.1.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/normalize-path-61e290be
72265 info lifecycle normalize-path@2.1.1~install: normalize-path@2.1.1
72266 silly lifecycle normalize-path@2.1.1~install: no script for install, continuing
72267 silly install repeat-element@1.1.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/repeat-element-763bc3ad
72268 info lifecycle repeat-element@1.1.2~install: repeat-element@1.1.2
72269 silly lifecycle repeat-element@1.1.2~install: no script for install, continuing
72270 silly install repeat-string@1.6.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/repeat-string-5fa6d17b
72271 info lifecycle repeat-string@1.6.1~install: repeat-string@1.6.1
72272 silly lifecycle repeat-string@1.6.1~install: no script for install, continuing
72273 silly install fill-range@2.2.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/fill-range-b07ab353
72274 info lifecycle fill-range@2.2.3~install: fill-range@2.2.3
72275 silly lifecycle fill-range@2.2.3~install: no script for install, continuing
72276 silly install expand-range@1.8.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/expand-range-4fe38e3a
72277 info lifecycle expand-range@1.8.2~install: expand-range@1.8.2
72278 silly lifecycle expand-range@1.8.2~install: no script for install, continuing
72279 silly install braces@1.8.5 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/braces-c7d7bb0b
72280 info lifecycle braces@1.8.5~install: braces@1.8.5
72281 silly lifecycle braces@1.8.5~install: no script for install, continuing
72282 silly install micromatch@2.3.11 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/micromatch-e3a1d0e2
72283 info lifecycle micromatch@2.3.11~install: micromatch@2.3.11
72284 silly lifecycle micromatch@2.3.11~install: no script for install, continuing
72285 silly install anymatch@1.3.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/anymatch-0055d8b3
72286 info lifecycle anymatch@1.3.0~install: anymatch@1.3.0
72287 silly lifecycle anymatch@1.3.0~install: no script for install, continuing
72288 silly install repeating@2.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/repeating-49321a89
72289 info lifecycle repeating@2.0.1~install: repeating@2.0.1
72290 silly lifecycle repeating@2.0.1~install: no script for install, continuing
72291 silly install indent-string@2.1.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/indent-string-861ab311
72292 info lifecycle indent-string@2.1.0~install: indent-string@2.1.0
72293 silly lifecycle indent-string@2.1.0~install: no script for install, continuing
72294 silly install replace-ext@0.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/replace-ext-73831c12
72295 info lifecycle replace-ext@0.0.1~install: replace-ext@0.0.1
72296 silly lifecycle replace-ext@0.0.1~install: no script for install, continuing
72297 silly install require-directory@2.1.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/require-directory-ba865e6d
72298 info lifecycle require-directory@2.1.1~install: require-directory@2.1.1
72299 silly lifecycle require-directory@2.1.1~install: no script for install, continuing
72300 silly install require-main-filename@1.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/require-main-filename-98b03f34
72301 info lifecycle require-main-filename@1.0.1~install: require-main-filename@1.0.1
72302 silly lifecycle require-main-filename@1.0.1~install: no script for install, continuing
72303 silly install requires-port@1.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/requires-port-c6481292
72304 info lifecycle requires-port@1.0.0~install: requires-port@1.0.0
72305 silly lifecycle requires-port@1.0.0~install: no script for install, continuing
72306 silly install http-proxy@1.16.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/http-proxy-a7c6a497
72307 info lifecycle http-proxy@1.16.2~install: http-proxy@1.16.2
72308 silly lifecycle http-proxy@1.16.2~install: no script for install, continuing
72309 silly install underscore@1.6.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/underscore-28b0532c
72310 info lifecycle underscore@1.6.0~install: underscore@1.6.0
72311 silly lifecycle underscore@1.6.0~install: no script for install, continuing
72312 silly install requizzle@0.2.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/requizzle-6263e3f6
72313 info lifecycle requizzle@0.2.1~install: requizzle@0.2.1
72314 silly lifecycle requizzle@0.2.1~install: no script for install, continuing
72315 silly install resolve@1.3.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/resolve-43ee9881
72316 info lifecycle resolve@1.3.3~install: resolve@1.3.3
72317 silly lifecycle resolve@1.3.3~install: no script for install, continuing
72318 silly install rechoir@0.6.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/rechoir-23a3cc5a
72319 info lifecycle rechoir@0.6.2~install: rechoir@0.6.2
72320 silly lifecycle rechoir@0.6.2~install: no script for install, continuing
72321 silly install resolve-from@1.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/resolve-from-fc60048e
72322 info lifecycle resolve-from@1.0.1~install: resolve-from@1.0.1
72323 silly lifecycle resolve-from@1.0.1~install: no script for install, continuing
72324 silly install require-uncached@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/require-uncached-a3111b15
72325 info lifecycle require-uncached@1.0.3~install: require-uncached@1.0.3
72326 silly lifecycle require-uncached@1.0.3~install: no script for install, continuing
72327 silly install restore-cursor@1.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/restore-cursor-38aa1238
72328 info lifecycle restore-cursor@1.0.1~install: restore-cursor@1.0.1
72329 silly lifecycle restore-cursor@1.0.1~install: no script for install, continuing
72330 silly install cli-cursor@1.0.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/cli-cursor-597472d0
72331 info lifecycle cli-cursor@1.0.2~install: cli-cursor@1.0.2
72332 silly lifecycle cli-cursor@1.0.2~install: no script for install, continuing
72333 silly install rx-lite@3.1.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/rx-lite-7ffb94fd
72334 info lifecycle rx-lite@3.1.2~install: rx-lite@3.1.2
72335 silly lifecycle rx-lite@3.1.2~install: no script for install, continuing
72336 silly install safe-buffer@5.1.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/safe-buffer-fda67d80
72337 info lifecycle safe-buffer@5.1.1~install: safe-buffer@5.1.1
72338 silly lifecycle safe-buffer@5.1.1~install: no script for install, continuing
72339 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-7c24cb39
72340 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72341 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72342 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-793c14ee
72343 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72344 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72345 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-bfbc9d74
72346 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72347 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72348 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-2d17fc0f
72349 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72350 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72351 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-45c490f2
72352 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72353 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72354 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-d1b81128
72355 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72356 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72357 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-b06db7a5
72358 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72359 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72360 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-08ff7b43
72361 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72362 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72363 silly install string_decoder@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-0466b425
72364 info lifecycle string_decoder@1.0.3~install: string_decoder@1.0.3
72365 silly lifecycle string_decoder@1.0.3~install: no script for install, continuing
72366 silly install sax@1.2.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/sax-ea77811d
72367 info lifecycle sax@1.2.1~install: sax@1.2.1
72368 silly lifecycle sax@1.2.1~install: no script for install, continuing
72369 silly install semver@5.3.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/semver-013373ca
72370 info lifecycle semver@5.3.0~install: semver@5.3.0
72371 silly lifecycle semver@5.3.0~install: no script for install, continuing
72372 silly install mime@1.3.4 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/mime-40b2daf4
72373 info lifecycle mime@1.3.4~install: mime@1.3.4
72374 silly lifecycle mime@1.3.4~install: no script for install, continuing
72375 silly install ms@2.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/ms-076a8af2
72376 info lifecycle ms@2.0.0~install: ms@2.0.0
72377 silly lifecycle ms@2.0.0~install: no script for install, continuing
72378 silly install debug@2.6.7 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/debug-e56866dd
72379 info lifecycle debug@2.6.7~install: debug@2.6.7
72380 silly lifecycle debug@2.6.7~install: no script for install, continuing
72381 silly install sequencify@0.0.7 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/sequencify-5000e04e
72382 info lifecycle sequencify@0.0.7~install: sequencify@0.0.7
72383 silly lifecycle sequencify@0.0.7~install: no script for install, continuing
72384 silly install set-blocking@2.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/set-blocking-3cf24394
72385 info lifecycle set-blocking@2.0.0~install: set-blocking@2.0.0
72386 silly lifecycle set-blocking@2.0.0~install: no script for install, continuing
72387 silly install set-immediate-shim@1.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/set-immediate-shim-866b1d9b
72388 info lifecycle set-immediate-shim@1.0.1~install: set-immediate-shim@1.0.1
72389 silly lifecycle set-immediate-shim@1.0.1~install: no script for install, continuing
72390 silly install setprototypeof@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/setprototypeof-dc1ff34a
72391 info lifecycle setprototypeof@1.0.3~install: setprototypeof@1.0.3
72392 silly lifecycle setprototypeof@1.0.3~install: no script for install, continuing
72393 silly install sigmund@1.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/sigmund-dc4155e3
72394 info lifecycle sigmund@1.0.1~install: sigmund@1.0.1
72395 silly lifecycle sigmund@1.0.1~install: no script for install, continuing
72396 silly install minimatch@0.2.14 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/minimatch-57227ed4
72397 info lifecycle minimatch@0.2.14~install: minimatch@0.2.14
72398 silly lifecycle minimatch@0.2.14~install: no script for install, continuing
72399 silly install glob@3.1.21 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/glob-407d3abf
72400 info lifecycle glob@3.1.21~install: glob@3.1.21
72401 silly lifecycle glob@3.1.21~install: no script for install, continuing
72402 silly install globule@0.1.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/globule-f10d05a0
72403 info lifecycle globule@0.1.0~install: globule@0.1.0
72404 silly lifecycle globule@0.1.0~install: no script for install, continuing
72405 silly install gaze@0.5.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/gaze-ff521ef1
72406 info lifecycle gaze@0.5.2~install: gaze@0.5.2
72407 silly lifecycle gaze@0.5.2~install: no script for install, continuing
72408 silly install glob-watcher@0.0.6 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/glob-watcher-7861571f
72409 info lifecycle glob-watcher@0.0.6~install: glob-watcher@0.0.6
72410 silly lifecycle glob-watcher@0.0.6~install: no script for install, continuing
72411 silly install signal-exit@3.0.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/signal-exit-0c12cb7a
72412 info lifecycle signal-exit@3.0.2~install: signal-exit@3.0.2
72413 silly lifecycle signal-exit@3.0.2~install: no script for install, continuing
72414 silly install loud-rejection@1.6.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/loud-rejection-9f25772f
72415 info lifecycle loud-rejection@1.6.0~install: loud-rejection@1.6.0
72416 silly lifecycle loud-rejection@1.6.0~install: no script for install, continuing
72417 silly install slice-ansi@0.0.4 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/slice-ansi-7b5d433a
72418 info lifecycle slice-ansi@0.0.4~install: slice-ansi@0.0.4
72419 silly lifecycle slice-ansi@0.0.4~install: no script for install, continuing
72420 silly install sntp@1.0.9 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/sntp-3d05e3bf
72421 info lifecycle sntp@1.0.9~install: sntp@1.0.9
72422 silly lifecycle sntp@1.0.9~install: no script for install, continuing
72423 silly install hawk@3.1.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/hawk-0017a7e7
72424 info lifecycle hawk@3.1.3~install: hawk@3.1.3
72425 silly lifecycle hawk@3.1.3~install: no script for install, continuing
72426 silly install ms@0.7.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/ms-b6e5e799
72427 info lifecycle ms@0.7.2~install: ms@0.7.2
72428 silly lifecycle ms@0.7.2~install: no script for install, continuing
72429 silly install debug@2.3.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/debug-018d8a88
72430 info lifecycle debug@2.3.3~install: debug@2.3.3
72431 silly lifecycle debug@2.3.3~install: no script for install, continuing
72432 silly install component-emitter@1.2.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/component-emitter-15f086b1
72433 info lifecycle component-emitter@1.2.1~install: component-emitter@1.2.1
72434 silly lifecycle component-emitter@1.2.1~install: no script for install, continuing
72435 silly install ms@0.7.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/ms-0ec32576
72436 info lifecycle ms@0.7.2~install: ms@0.7.2
72437 silly lifecycle ms@0.7.2~install: no script for install, continuing
72438 silly install debug@2.3.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/debug-cab86a2a
72439 info lifecycle debug@2.3.3~install: debug@2.3.3
72440 silly lifecycle debug@2.3.3~install: no script for install, continuing
72441 silly install isarray@0.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/isarray-ced3d84a
72442 info lifecycle isarray@0.0.1~install: isarray@0.0.1
72443 silly lifecycle isarray@0.0.1~install: no script for install, continuing
72444 silly install socket.io-parser@2.3.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/socket.io-parser-f72074bf
72445 info lifecycle socket.io-parser@2.3.1~install: socket.io-parser@2.3.1
72446 silly lifecycle socket.io-parser@2.3.1~install: no script for install, continuing
72447 silly install socket.io-adapter@0.5.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/socket.io-adapter-bc0e276b
72448 info lifecycle socket.io-adapter@0.5.0~install: socket.io-adapter@0.5.0
72449 silly lifecycle socket.io-adapter@0.5.0~install: no script for install, continuing
72450 silly install ms@0.7.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/ms-a9deb52d
72451 info lifecycle ms@0.7.2~install: ms@0.7.2
72452 silly lifecycle ms@0.7.2~install: no script for install, continuing
72453 silly install debug@2.3.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/debug-1a680280
72454 info lifecycle debug@2.3.3~install: debug@2.3.3
72455 silly lifecycle debug@2.3.3~install: no script for install, continuing
72456 silly install object-assign@4.1.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/object-assign-267d9755
72457 info lifecycle object-assign@4.1.0~install: object-assign@4.1.0
72458 silly lifecycle object-assign@4.1.0~install: no script for install, continuing
72459 silly install source-map@0.5.6 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/source-map-ec3cf691
72460 info lifecycle source-map@0.5.6~install: source-map@0.5.6
72461 silly lifecycle source-map@0.5.6~install: no script for install, continuing
72462 silly install sparkles@1.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/sparkles-d3a1ce94
72463 info lifecycle sparkles@1.0.0~install: sparkles@1.0.0
72464 silly lifecycle sparkles@1.0.0~install: no script for install, continuing
72465 silly install has-gulplog@0.1.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/has-gulplog-c01c214f
72466 info lifecycle has-gulplog@0.1.0~install: has-gulplog@0.1.0
72467 silly lifecycle has-gulplog@0.1.0~install: no script for install, continuing
72468 silly install glogg@1.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/glogg-a3e5991c
72469 info lifecycle glogg@1.0.0~install: glogg@1.0.0
72470 silly lifecycle glogg@1.0.0~install: no script for install, continuing
72471 silly install gulplog@1.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/gulplog-b7335406
72472 info lifecycle gulplog@1.0.0~install: gulplog@1.0.0
72473 silly lifecycle gulplog@1.0.0~install: no script for install, continuing
72474 silly install spdx-expression-parse@1.0.4 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/spdx-expression-parse-ca64f327
72475 info lifecycle spdx-expression-parse@1.0.4~install: spdx-expression-parse@1.0.4
72476 silly lifecycle spdx-expression-parse@1.0.4~install: no script for install, continuing
72477 silly install spdx-license-ids@1.2.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/spdx-license-ids-c5a6c23f
72478 info lifecycle spdx-license-ids@1.2.2~install: spdx-license-ids@1.2.2
72479 silly lifecycle spdx-license-ids@1.2.2~install: no script for install, continuing
72480 silly install spdx-correct@1.0.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/spdx-correct-6fc16a10
72481 info lifecycle spdx-correct@1.0.2~install: spdx-correct@1.0.2
72482 silly lifecycle spdx-correct@1.0.2~install: no script for install, continuing
72483 silly install speedometer@0.1.4 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/speedometer-5eb61a63
72484 info lifecycle speedometer@0.1.4~install: speedometer@0.1.4
72485 silly lifecycle speedometer@0.1.4~install: no script for install, continuing
72486 silly install sprintf-js@1.0.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/sprintf-js-45584300
72487 info lifecycle sprintf-js@1.0.3~install: sprintf-js@1.0.3
72488 silly lifecycle sprintf-js@1.0.3~install: no script for install, continuing
72489 silly install argparse@1.0.9 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/argparse-4b70f381
72490 info lifecycle argparse@1.0.9~install: argparse@1.0.9
72491 silly lifecycle argparse@1.0.9~install: no script for install, continuing
72492 silly install js-yaml@3.8.4 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/js-yaml-7b5f498e
72493 info lifecycle js-yaml@3.8.4~install: js-yaml@3.8.4
72494 silly lifecycle js-yaml@3.8.4~install: no script for install, continuing
72495 silly install assert-plus@1.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/assert-plus-a90d3c35
72496 info lifecycle assert-plus@1.0.0~install: assert-plus@1.0.0
72497 silly lifecycle assert-plus@1.0.0~install: no script for install, continuing
72498 silly install statuses@1.3.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/statuses-74c06d4e
72499 info lifecycle statuses@1.3.1~install: statuses@1.3.1
72500 silly lifecycle statuses@1.3.1~install: no script for install, continuing
72501 silly install http-errors@1.6.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/http-errors-3ee6d88a
72502 info lifecycle http-errors@1.6.1~install: http-errors@1.6.1
72503 silly lifecycle http-errors@1.6.1~install: no script for install, continuing
72504 silly install send@0.15.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/send-a08f1890
72505 info lifecycle send@0.15.3~install: send@0.15.3
72506 silly lifecycle send@0.15.3~install: no script for install, continuing
72507 silly install serve-static@1.12.3 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/serve-static-1f486e7c
72508 info lifecycle serve-static@1.12.3~install: serve-static@1.12.3
72509 silly lifecycle serve-static@1.12.3~install: no script for install, continuing
72510 silly install stream-combiner@0.0.4 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/stream-combiner-44ba4d17
72511 info lifecycle stream-combiner@0.0.4~install: stream-combiner@0.0.4
72512 silly lifecycle stream-combiner@0.0.4~install: no script for install, continuing
72513 silly install stream-consume@0.1.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/stream-consume-ae1b712f
72514 info lifecycle stream-consume@0.1.0~install: stream-consume@0.1.0
72515 silly lifecycle stream-consume@0.1.0~install: no script for install, continuing
72516 silly install string_decoder@0.10.31 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string_decoder-9ee7212f
72517 info lifecycle string_decoder@0.10.31~install: string_decoder@0.10.31
72518 silly lifecycle string_decoder@0.10.31~install: no script for install, continuing
72519 silly install readable-stream@1.1.14 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/readable-stream-85c16303
72520 info lifecycle readable-stream@1.1.14~install: readable-stream@1.1.14
72521 silly lifecycle readable-stream@1.1.14~install: no script for install, continuing
72522 silly install streamqueue@0.0.6 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/streamqueue-58ed2237
72523 info lifecycle streamqueue@0.0.6~install: streamqueue@0.0.6
72524 silly lifecycle streamqueue@0.0.6~install: no script for install, continuing
72525 silly install gulp-insert@0.5.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/gulp-insert-691f83c9
72526 info lifecycle gulp-insert@0.5.0~install: gulp-insert@0.5.0
72527 silly lifecycle gulp-insert@0.5.0~install: no script for install, continuing
72528 silly install duplexer2@0.0.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/duplexer2-91d9b7a5
72529 info lifecycle duplexer2@0.0.2~install: duplexer2@0.0.2
72530 silly lifecycle duplexer2@0.0.2~install: no script for install, continuing
72531 silly install multipipe@0.1.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/multipipe-32f1ed18
72532 info lifecycle multipipe@0.1.2~install: multipipe@0.1.2
72533 silly lifecycle multipipe@0.1.2~install: no script for install, continuing
72534 silly install readable-stream@1.0.34 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/readable-stream-94510513
72535 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
72536 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
72537 silly install log4js@0.6.38 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/log4js-505e63bf
72538 info lifecycle log4js@0.6.38~install: log4js@0.6.38
72539 silly lifecycle log4js@0.6.38~install: no script for install, continuing
72540 silly install readable-stream@1.0.34 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/readable-stream-d6bf1045
72541 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
72542 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
72543 silly install through2@0.6.5 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/through2-ac2cdd38
72544 info lifecycle through2@0.6.5~install: through2@0.6.5
72545 silly lifecycle through2@0.6.5~install: no script for install, continuing
72546 silly install glsl-tokenizer@2.1.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/glsl-tokenizer-82e3cd7d
72547 info lifecycle glsl-tokenizer@2.1.2~install: glsl-tokenizer@2.1.2
72548 silly lifecycle glsl-tokenizer@2.1.2~install: no script for install, continuing
72549 silly install glsl-strip-comments@1.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/glsl-strip-comments-4e789358
72550 info lifecycle glsl-strip-comments@1.0.0~install: glsl-strip-comments@1.0.0
72551 silly lifecycle glsl-strip-comments@1.0.0~install: no script for install, continuing
72552 silly install readable-stream@1.0.34 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/readable-stream-eace6bad
72553 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
72554 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
72555 silly install through2@0.6.5 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/through2-ba0677f7
72556 info lifecycle through2@0.6.5~install: through2@0.6.5
72557 silly lifecycle through2@0.6.5~install: no script for install, continuing
72558 silly install stringstream@0.0.5 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/stringstream-17fbf58e
72559 info lifecycle stringstream@0.0.5~install: stringstream@0.0.5
72560 silly lifecycle stringstream@0.0.5~install: no script for install, continuing
72561 silly install strip-ansi@3.0.1 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/strip-ansi-9d13a73c
72562 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
72563 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
72564 silly install string-width@1.0.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/string-width-9e1e65de
72565 info lifecycle string-width@1.0.2~install: string-width@1.0.2
72566 silly lifecycle string-width@1.0.2~install: no script for install, continuing
72567 silly install single-line-log@1.1.2 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/single-line-log-84dbe5cb
72568 info lifecycle single-line-log@1.1.2~install: single-line-log@1.1.2
72569 silly lifecycle single-line-log@1.1.2~install: no script for install, continuing
72570 silly install strip-bom@2.0.0 /mnt/c/Users/윤지영/Desktop/cesium/node_modules/.staging/strip-bom-80117e11
72571 info lifecycle strip-bom@2.0.0~install: strip-bom@2.0.0
72572 silly lifecycle strip-bom@2.0.0~install: no script for install, continuing
